art_movement,author_id,bio_url,birth_year,death_year,first_name,last_name,nationality,num_works
,7661,http://www.the-athenaeum.org/people/detail.php?ID=7661,1870,1926.0,Edwin John,Alexander,United Kingdom,7
,6275,http://www.the-athenaeum.org/people/detail.php?ID=6275,1250,1280.0,,Guido da siena,Italian,7
,5427,http://www.the-athenaeum.org/people/detail.php?ID=5427,1856,1924.0,Francis James,Barraud,English,7
,9587,http://www.the-athenaeum.org/people/detail.php?ID=9587,1678,1733.0,Karel,Breydel,Dutch,7
Romantic,6820,http://www.the-athenaeum.org/people/detail.php?ID=6820,1805,1867.0,Karl Ferdinand,Sohn,German,7
,10552,http://www.the-athenaeum.org/people/detail.php?ID=10552,1846,1897.0,James Alfred,Aitken,Scottish,7
,1456,http://www.the-athenaeum.org/people/detail.php?ID=1456,1828,1906.0,Andre Henri,Dargelas,French,7
,6837,http://www.the-athenaeum.org/people/detail.php?ID=6837,1863,1943.0,Maud,Earl,United Kingdom,7
,750,http://www.the-athenaeum.org/people/detail.php?ID=750,1863,1924.0,Charles,Cottet,French,7
Neoclassicist,5555,http://www.the-athenaeum.org/people/detail.php?ID=5555,1769,1844.0,Pietro,Benvenuti,Italian,7
,4164,http://www.the-athenaeum.org/people/detail.php?ID=4164,1866,1943.0,Frank Alfred,Bicknell,American,7
Northern Renaissance,9858,http://www.the-athenaeum.org/people/detail.php?ID=9858,1500,1559.0,Jan Cornelisz.,Vermeyen,Dutch,7
,3950,http://www.the-athenaeum.org/people/detail.php?ID=3950,1867,1945.0,Edgar,Forkner,American,7
Romantic,6857,http://www.the-athenaeum.org/people/detail.php?ID=6857,1805,1838.0,Ernest Christian Fritz,Petzholdt,Danish,7
,757,http://www.the-athenaeum.org/people/detail.php?ID=757,1817,1882.0,Mary Blood,Mellen,American,7
,4152,http://www.the-athenaeum.org/people/detail.php?ID=4152,1868,1915.0,Max,Buri,Swiss,7
,6891,http://www.the-athenaeum.org/people/detail.php?ID=6891,1296,1327.0,Lippo di,Benivieni,Italian,7
,4688,http://www.the-athenaeum.org/people/detail.php?ID=4688,1862,1939.0,José Jean Raymond,Silbert,French,7
,6305,http://www.the-athenaeum.org/people/detail.php?ID=6305,1848,1909.0,Stephen Samuel,Lewin,United Kingdom,7
,3446,http://www.the-athenaeum.org/people/detail.php?ID=3446,1839,1922.0,John Henry,Hill,American,7
,4845,http://www.the-athenaeum.org/people/detail.php?ID=4845,1881,1939.0,Alexander,Kanoldt,German,7
,8781,http://www.the-athenaeum.org/people/detail.php?ID=8781,1872,1909.0,John Frederick Harrison,Dutton,United Kingdom,7
,3018,http://www.the-athenaeum.org/people/detail.php?ID=3018,1824,1895.0,Adolf,Stademann,German,7
,7775,http://www.the-athenaeum.org/people/detail.php?ID=7775,1850,1929.0,Alfred John,Bamford,United Kingdom,7
,3032,http://www.the-athenaeum.org/people/detail.php?ID=3032,1819,1876.0,James R.,Edgar,English,7
Suprematist,3514,http://www.the-athenaeum.org/people/detail.php?ID=3514,1902,1929.0,Ilya,Chashnik,Russian,7
,6911,http://www.the-athenaeum.org/people/detail.php?ID=6911,1860,1941.0,Eduard,Karsen,Dutch,7
,2331,http://www.the-athenaeum.org/people/detail.php?ID=2331,1860,1931.0,Willem Bastiaan,Tholen,Dutch,7
,7790,http://www.the-athenaeum.org/people/detail.php?ID=7790,1720,1793.0,Benjamin,Barker,United Kingdom,7
,787,http://www.the-athenaeum.org/people/detail.php?ID=787,1853,1909.0,Ludovico,Marchetti,Italian,7
Dutch Golden Age,6312,http://www.the-athenaeum.org/people/detail.php?ID=6312,1575,1651.0,Floris Claesz.,Van dijck,Dutch,7
,1537,http://www.the-athenaeum.org/people/detail.php?ID=1537,1785,1861.0,Abel Alexandre-Denis,De pujol,French,7
,1546,http://www.the-athenaeum.org/people/detail.php?ID=1546,1859,1924.0,Paolo,Sala,Italian,7
,7800,http://www.the-athenaeum.org/people/detail.php?ID=7800,1837,1887.0,David Wilkie,Wynfield,United Kingdom,7
,3129,http://www.the-athenaeum.org/people/detail.php?ID=3129,1844,1890.0,Edouard-Jean,Dambourgez,French,7
,9322,http://www.the-athenaeum.org/people/detail.php?ID=9322,1876,1936.0,Luca,Postiglione,Italian,7
,3135,http://www.the-athenaeum.org/people/detail.php?ID=3135,1860,1934.0,Charles James,Theriat,American,7
,11173,http://www.the-athenaeum.org/people/detail.php?ID=11173,1598,1652.0,Pieter Symonsz,Potter,Dutch,7
,3138,http://www.the-athenaeum.org/people/detail.php?ID=3138,1853,1918.0,Franz Xavier,Simm,Austrian,7
,3139,http://www.the-athenaeum.org/people/detail.php?ID=3139,1875,1944.0,Feliks Michal,Wygrzywalski,Polish,7
Academist,6341,http://www.the-athenaeum.org/people/detail.php?ID=6341,1843,1884.0,Alexander Louis,Leloir,French,7
,4577,http://www.the-athenaeum.org/people/detail.php?ID=4577,1890,1945.0,Georg,Scholz,German,7
,9262,http://www.the-athenaeum.org/people/detail.php?ID=9262,1450,1528.0,Giovanni di,Pietro,Italian,7
,3165,http://www.the-athenaeum.org/people/detail.php?ID=3165,1860,1926.0,Joan,Llimona i bruguera,Spanish,7
,10669,http://www.the-athenaeum.org/people/detail.php?ID=10669,1913,1946.0,Kenneth,Hall,English,7
,4107,http://www.the-athenaeum.org/people/detail.php?ID=4107,1857,1893.0,Anna,Bilinska-bohdanowicz,Polish,7
,10355,http://www.the-athenaeum.org/people/detail.php?ID=10355,1848,1941.0,Hans Peter,Feddersen,Danish,7
,11179,http://www.the-athenaeum.org/people/detail.php?ID=11179,1800,1895.0,Francesco,Podesti,Italian,7
,3266,http://www.the-athenaeum.org/people/detail.php?ID=3266,1874,1922.0,Amedeo,Simonetti,Italian,7
,10359,http://www.the-athenaeum.org/people/detail.php?ID=10359,1813,1872.0,Lars,Hansen,Danish,7
,967,http://www.the-athenaeum.org/people/detail.php?ID=967,1824,1901.0,George Lafayette,Clough,American,7
,10800,http://www.the-athenaeum.org/people/detail.php?ID=10800,1847,1896.0,Antonio,Casanova y estorach,Spanish,7
,3295,http://www.the-athenaeum.org/people/detail.php?ID=3295,1861,1908.0,Filippo,Bartolini,Italian,7
,4119,http://www.the-athenaeum.org/people/detail.php?ID=4119,1868,1914.0,Valentine Thomas,Garland,English,7
,11082,http://www.the-athenaeum.org/people/detail.php?ID=11082,1730,1800.0,Sebastiano,Lazzari,Italian,7
,5268,http://www.the-athenaeum.org/people/detail.php?ID=5268,1738,1787.0,Hendrik,Keun,Dutch,7
,11185,http://www.the-athenaeum.org/people/detail.php?ID=11185,1867,1940.0,Ernst Heinrich,Platz,German,7
,1516,http://www.the-athenaeum.org/people/detail.php?ID=1516,1837,1913.0,Maria,Brooks,English,7
,9022,http://www.the-athenaeum.org/people/detail.php?ID=9022,1851,1931.0,Edwin Charles,Gardner,United Kingdom,7
,4063,http://www.the-athenaeum.org/people/detail.php?ID=4063,1800,1881.0,Francis,Alexander,American,7
,5772,http://www.the-athenaeum.org/people/detail.php?ID=5772,1855,1938.0,Lauritz,Haaland,Norwegian,7
,3345,http://www.the-athenaeum.org/people/detail.php?ID=3345,1859,1937.0,Percival Leonard,Rosseau,American,7
Northern Renaissance,9235,http://www.the-athenaeum.org/people/detail.php?ID=9235,1460,1519.0,Juan de,Flandes,Dutch,7
,482,http://www.the-athenaeum.org/people/detail.php?ID=482,1847,1916.0,Pierre-Emmanuel,Damoye,French,7
,5243,http://www.the-athenaeum.org/people/detail.php?ID=5243,1746,1793.0,Ramon,Bayeu y subias,Spanish,7
,8967,http://www.the-athenaeum.org/people/detail.php?ID=8967,1860,1937.0,Charles James,Fox,United Kingdom,7
,5256,http://www.the-athenaeum.org/people/detail.php?ID=5256,1857,1924.0,Paul,Schaan,French,7
,7919,http://www.the-athenaeum.org/people/detail.php?ID=7919,1795,1866.0,William,Bewick,United Kingdom,7
,3341,http://www.the-athenaeum.org/people/detail.php?ID=3341,1869,1938.0,William Sergeant,Kendall,American,7
,11192,http://www.the-athenaeum.org/people/detail.php?ID=11192,1540,1610.0,Hieronymus,Francken i,Belgian,7
Renaissance,5461,http://www.the-athenaeum.org/people/detail.php?ID=5461,1511,1587.0,Lelio,Orsi,Italian,7
,3377,http://www.the-athenaeum.org/people/detail.php?ID=3377,1872,1930.0,Arthur Merton,Hazard,American,7
,6391,http://www.the-athenaeum.org/people/detail.php?ID=6391,1851,1919.0,Heinrich,Hartung,German,7
,1682,http://www.the-athenaeum.org/people/detail.php?ID=1682,1857,1920.0,Emilio,Boggio,Venezuelan,7
Baroque,7007,http://www.the-athenaeum.org/people/detail.php?ID=7007,1608,1677.0,Antonio,Ponce,Spanish,7
,7953,http://www.the-athenaeum.org/people/detail.php?ID=7953,1803,1884.0,Isaac Faulkner,Bird,United Kingdom,7
,3793,http://www.the-athenaeum.org/people/detail.php?ID=3793,1851,1942.0,Julian,Ashton,English,7
,7963,http://www.the-athenaeum.org/people/detail.php?ID=7963,1855,1936.0,Arthur John,Black,United Kingdom,7
,7967,http://www.the-athenaeum.org/people/detail.php?ID=7967,1864,1934.0,Karl,Rosen,Russian,7
,5061,http://www.the-athenaeum.org/people/detail.php?ID=5061,1892,1933.0,Garstin,Cox,English,7
,7059,http://www.the-athenaeum.org/people/detail.php?ID=7059,1856,1945.0,Frank J.,Girardin,American,7
,1728,http://www.the-athenaeum.org/people/detail.php?ID=1728,1870,1938.0,Walter,Granville-smith,American,7
Rococo,7978,http://www.the-athenaeum.org/people/detail.php?ID=7978,1705,1772.0,Louis Gabriel,Blanchet,French,7
,10004,http://www.the-athenaeum.org/people/detail.php?ID=10004,1814,1861.0,Mikhail,Scotti,Russian,7
Romantic,4228,http://www.the-athenaeum.org/people/detail.php?ID=4228,1810,1873.0,Nicolai Vilhelm,Marstrand,Danish,7
,9999,http://www.the-athenaeum.org/people/detail.php?ID=9999,1881,1941.0,Giuseppe,Amisani,Italian,7
,3556,http://www.the-athenaeum.org/people/detail.php?ID=3556,1847,1933.0,Charles Dorman,Robinson,American,7
,3560,http://www.the-athenaeum.org/people/detail.php?ID=3560,1425,1490.0,Nuno,Gonçalves,Portugese,7
,11017,http://www.the-athenaeum.org/people/detail.php?ID=11017,1860,1934.0,John,Henderson,Scottish,7
,3599,http://www.the-athenaeum.org/people/detail.php?ID=3599,1800,1886.0,Thomas,Webster,English,7
,9662,http://www.the-athenaeum.org/people/detail.php?ID=9662,1800,1886.0,John,Weesop,Belgian,7
,3678,http://www.the-athenaeum.org/people/detail.php?ID=3678,1878,1938.0,William Henry Dethlef,Koerner,American,7
Dutch Golden Age,7100,http://www.the-athenaeum.org/people/detail.php?ID=7100,1615,1669.0,Joris van der,Haagen,Dutch,7
,1000,http://www.the-athenaeum.org/people/detail.php?ID=1000,1817,1886.0,Fredrich Johann,Voltz,German,7
,7057,http://www.the-athenaeum.org/people/detail.php?ID=7057,1879,1937.0,Gilbert Joseph,Holiday,English,7
,8038,http://www.the-athenaeum.org/people/detail.php?ID=8038,1879,1909.0,Witold,Wojtkiewicz,Polish,7
,4660,http://www.the-athenaeum.org/people/detail.php?ID=4660,1818,1869.0,Eduard,Hildebrandt,German,7
,8068,http://www.the-athenaeum.org/people/detail.php?ID=8068,1650,1702.0,Richard,Brakenburg,English,7
,973,http://www.the-athenaeum.org/people/detail.php?ID=973,1826,1896.0,John OBrien,Inman,American,7
,1858,http://www.the-athenaeum.org/people/detail.php?ID=1858,1851,1929.0,Francesco Paolo,Michetti,Italian,7
,10281,http://www.the-athenaeum.org/people/detail.php?ID=10281,1616,1681.0,Pier Francesco,Cittadini,Italian,7
,3747,http://www.the-athenaeum.org/people/detail.php?ID=3747,1703,1771.0,Andrea,Soldi,Italian,7
,8097,http://www.the-athenaeum.org/people/detail.php?ID=8097,1809,1881.0,Thomas,Brigstocke,Welsh,7
,9176,http://www.the-athenaeum.org/people/detail.php?ID=9176,1460,1535.0,Gian Francesco de,Maineri,Italian,7
,996,http://www.the-athenaeum.org/people/detail.php?ID=996,1761,1796.0,James,Earle,American,7
,9618,http://www.the-athenaeum.org/people/detail.php?ID=9618,1877,1934.0,Petr,Utkin,Russian,7
,7862,http://www.the-athenaeum.org/people/detail.php?ID=7862,1808,1871.0,Vasily,Raev,Russian,7
,1917,http://www.the-athenaeum.org/people/detail.php?ID=1917,1838,1909.0,Walter,Shirlaw,American,7
,11031,http://www.the-athenaeum.org/people/detail.php?ID=11031,1821,1858.0,Vjekoslav,Karas,Croatian,7
,4278,http://www.the-athenaeum.org/people/detail.php?ID=4278,1856,1927.0,Marie Louise Catherine,Breslau,German,7
Rococo,9495,http://www.the-athenaeum.org/people/detail.php?ID=9495,1723,1763.0,George,Van der mijn,Dutch,7
,10845,http://www.the-athenaeum.org/people/detail.php?ID=10845,1853,1920.0,Jose,Bermudo mateos,Spanish,7
,11055,http://www.the-athenaeum.org/people/detail.php?ID=11055,1754,1809.0,Jonas,Forsslund,Swedish,7
,11063,http://www.the-athenaeum.org/people/detail.php?ID=11063,1810,1870.0,Evgraf Fedorovich,Krendovsky,Russian,7
Symbolist,4628,http://www.the-athenaeum.org/people/detail.php?ID=4628,1861,1945.0,"VON, Ludwig",Hofmann,German,7
,5615,http://www.the-athenaeum.org/people/detail.php?ID=5615,1876,1934.0,Charles,Dufresne,French,7
,1980,http://www.the-athenaeum.org/people/detail.php?ID=1980,1826,1900.0,Alexandre,Defaux,French,7
,8156,http://www.the-athenaeum.org/people/detail.php?ID=8156,1870,1944.0,Louis Hubbard,Grimshaw,United Kingdom,7
,1987,http://www.the-athenaeum.org/people/detail.php?ID=1987,1862,1942.0,Louis Marie,De schryver,French,7
,2015,http://www.the-athenaeum.org/people/detail.php?ID=2015,1848,1877.0,Valentin Walter,Bromley,United Kingdom,7
,9232,http://www.the-athenaeum.org/people/detail.php?ID=9232,1820,1894.0,James M. Robert,Greenlees,United Kingdom,7
,1047,http://www.the-athenaeum.org/people/detail.php?ID=1047,1826,1902.0,Mary Jane,Peale,American,7
,8172,http://www.the-athenaeum.org/people/detail.php?ID=8172,1862,1945.0,Gerald Maurice,Burn,United Kingdom,7
,2019,http://www.the-athenaeum.org/people/detail.php?ID=2019,1832,1932.0,Louis,Maurer,American,7
,8913,http://www.the-athenaeum.org/people/detail.php?ID=8913,1747,1814.0,Nathan,Fielding,English,7
Dutch Golden Age,5504,http://www.the-athenaeum.org/people/detail.php?ID=5504,1630,1693.0,Maria,Van oosterwijck,Dutch,7
,10699,http://www.the-athenaeum.org/people/detail.php?ID=10699,1872,1911.0,James,Wallace,United Kingdom,7
,11230,http://www.the-athenaeum.org/people/detail.php?ID=11230,1861,1943.0,Gottfrid,Kallstenius,Swedish,7
,4625,http://www.the-athenaeum.org/people/detail.php?ID=4625,1832,1908.0,Wilhelm,Busch,German,7
Dutch Golden Age,6085,http://www.the-athenaeum.org/people/detail.php?ID=6085,1611,1693.0,Willem van der,Velde the elder,Dutch,7
,2034,http://www.the-athenaeum.org/people/detail.php?ID=2034,1806,1876.0,Giacinto,Gigante,Italian,7
,7126,http://www.the-athenaeum.org/people/detail.php?ID=7126,1624,1687.0,Bernhard,Keil,Danish,7
,5079,http://www.the-athenaeum.org/people/detail.php?ID=5079,1805,1891.0,Cornelius,Pearson,English,7
,6087,http://www.the-athenaeum.org/people/detail.php?ID=6087,1859,1913.0,Julius,Scheuerer,German,7
,4141,http://www.the-athenaeum.org/people/detail.php?ID=4141,1802,1877.0,Francois,Diday,Swiss,7
,10698,http://www.the-athenaeum.org/people/detail.php?ID=10698,1806,1889.0,William,Wyld,United Kingdom,7
,2054,http://www.the-athenaeum.org/people/detail.php?ID=2054,1879,1934.0,Gunnar,Widforss,American,7
,8197,http://www.the-athenaeum.org/people/detail.php?ID=8197,1350,1415.0,Lorenzo di,Niccolò,Italian,7
,8735,http://www.the-athenaeum.org/people/detail.php?ID=8735,1876,1935.0,Charles R.,Dowell,United Kingdom,7
,8225,http://www.the-athenaeum.org/people/detail.php?ID=8225,1798,1869.0,Henry,Calvert,English,7
,2060,http://www.the-athenaeum.org/people/detail.php?ID=2060,1863,1936.0,Frederick William,Macmonnies,American,7
Rococo,6496,http://www.the-athenaeum.org/people/detail.php?ID=6496,1722,1770.0,Gaspare,Traversi,Italian,7
,1130,http://www.the-athenaeum.org/people/detail.php?ID=1130,1860,1886.0,William Bliss,Baker,American,7
,8208,http://www.the-athenaeum.org/people/detail.php?ID=8208,1873,1943.0,Edward James,Buttar,United Kingdom,7
,2091,http://www.the-athenaeum.org/people/detail.php?ID=2091,1884,1938.0,Carl R.,Krafft,American,7
Classicist,7145,http://www.the-athenaeum.org/people/detail.php?ID=7145,1628,1719.0,Carlo,Cignani,Italian,7
,2132,http://www.the-athenaeum.org/people/detail.php?ID=2132,1848,1933.0,Alceste,Campriani,Italian,7
,1171,http://www.the-athenaeum.org/people/detail.php?ID=1171,1776,1842.0,Jacob,Eichholtz,American,7
Renaissance,7149,http://www.the-athenaeum.org/people/detail.php?ID=7149,1502,1567.0,Pier Francesco Jacopo di,Foschi,Italian,7
,4171,http://www.the-athenaeum.org/people/detail.php?ID=4171,1846,1911.0,Frederic Porter,Vinton,American,7
,8221,http://www.the-athenaeum.org/people/detail.php?ID=8221,1853,1935.0,Julia,Beck,Swedish,7
,2170,http://www.the-athenaeum.org/people/detail.php?ID=2170,1854,1938.0,Antonio Maria,Fabres y costa,Spanish,7
,11247,http://www.the-athenaeum.org/people/detail.php?ID=11247,1857,1944.0,Charles Frederick,Naegele,American,7
Rococo,2174,http://www.the-athenaeum.org/people/detail.php?ID=2174,1719,1795.0,Charles-Amédée-Philippe,Van loo,French,7
,7156,http://www.the-athenaeum.org/people/detail.php?ID=7156,1780,1862.0,Étienne,Bouhot,French,7
,1187,http://www.the-athenaeum.org/people/detail.php?ID=1187,1854,1913.0,James Henry,Moser,American,7
,8249,http://www.the-athenaeum.org/people/detail.php?ID=8249,1799,1872.0,Eduard,Magnus,German,7
,8973,http://www.the-athenaeum.org/people/detail.php?ID=8973,1815,1901.0,John Deffett,Francis,United Kingdom,7
,2196,http://www.the-athenaeum.org/people/detail.php?ID=2196,1825,1892.0,Jan Willlem,Van borselen,Dutch,7
,8235,http://www.the-athenaeum.org/people/detail.php?ID=8235,1802,1869.0,Heinrich,Bürkel,German,7
,2209,http://www.the-athenaeum.org/people/detail.php?ID=2209,1845,1914.0,Francois Adolphe,Grison,French,7
,8871,http://www.the-athenaeum.org/people/detail.php?ID=8871,1821,1911.0,James,Faed,Scottish,7
,4764,http://www.the-athenaeum.org/people/detail.php?ID=4764,1852,1943.0,Federico,Ballesio,Italian,7
Early Netherlandish,6528,http://www.the-athenaeum.org/people/detail.php?ID=6528,1493,1508.0,Josse,Lieferinxe,Belgian,7
,218,http://www.the-athenaeum.org/people/detail.php?ID=218,1876,1925.0,Lucie,Cousturier,French,7
,4634,http://www.the-athenaeum.org/people/detail.php?ID=4634,1860,1944.0,Philipp,Franck,German,7
Academist,2284,http://www.the-athenaeum.org/people/detail.php?ID=2284,1829,1898.0,Benjamin,Vautier,Swiss,7
,10489,http://www.the-athenaeum.org/people/detail.php?ID=10489,1812,1880.0,Vilhelm,Petersen,Danish,7
,1246,http://www.the-athenaeum.org/people/detail.php?ID=1246,1810,1876.0,George,Winter,English,7
,8257,http://www.the-athenaeum.org/people/detail.php?ID=8257,1855,1927.0,John Hodgson,Campbell,United Kingdom,7
,5530,http://www.the-athenaeum.org/people/detail.php?ID=5530,1864,1916.0,Nikolai,Meshcherin,Russian,7
,8260,http://www.the-athenaeum.org/people/detail.php?ID=8260,1623,1672.0,Govert Dircksz.,Camphuysen,Dutch,7
,11467,http://www.the-athenaeum.org/people/detail.php?ID=11467,1602,1649.0,Andrea,Camassei,Italian,7
,11262,http://www.the-athenaeum.org/people/detail.php?ID=11262,1860,1935.0,Joseph W.,Gies,American,7
,10703,http://www.the-athenaeum.org/people/detail.php?ID=10703,1868,1896.0,Olof,Sager-nelson,Swedish,7
,11496,http://www.the-athenaeum.org/people/detail.php?ID=11496,1879,1934.0,Leopold,Gottlieb,Polish,7
,9253,http://www.the-athenaeum.org/people/detail.php?ID=9253,1786,1877.0,Robert Melville,Grindlay,United Kingdom,7
,11451,http://www.the-athenaeum.org/people/detail.php?ID=11451,1702,1759.0,Placido,Costanzi,Italian,7
,6526,http://www.the-athenaeum.org/people/detail.php?ID=6526,1859,1945.0,Robert Payton,Reid,Scottish,7
,9908,http://www.the-athenaeum.org/people/detail.php?ID=9908,1638,1691.0,Hubert van,Ravesteyn,Dutch,7
,6111,http://www.the-athenaeum.org/people/detail.php?ID=6111,1831,1902.0,Emile,Breton,French,7
,8287,http://www.the-athenaeum.org/people/detail.php?ID=8287,1713,1776.0,Adriaen,Carpentiers,Dutch,7
,8290,http://www.the-athenaeum.org/people/detail.php?ID=8290,1833,1896.0,John Mulcaster,Carrick,English,7
,10419,http://www.the-athenaeum.org/people/detail.php?ID=10419,1660,1624.0,Charles,Beale,United Kingdom,7
,10196,http://www.the-athenaeum.org/people/detail.php?ID=10196,1898,1931.0,Abraham,Mintchine,Ukrainian,7
,8313,http://www.the-athenaeum.org/people/detail.php?ID=8313,1844,1924.0,Marie,Cazin,French,7
,11275,http://www.the-athenaeum.org/people/detail.php?ID=11275,1865,1941.0,Elizaveta,Kruglikova,Russian,7
,8307,http://www.the-athenaeum.org/people/detail.php?ID=8307,1779,1836.0,Henry,Cave,United Kingdom,7
,8311,http://www.the-athenaeum.org/people/detail.php?ID=8311,1869,1939.0,Piotr,Levchenko,Ukrainian,7
,5637,http://www.the-athenaeum.org/people/detail.php?ID=5637,1671,1737.0,Jean Baptiste,Vanmour,French,7
,10305,http://www.the-athenaeum.org/people/detail.php?ID=10305,1860,1915.0,Ilya,Galkin,Russian,7
Dutch Golden Age,7219,http://www.the-athenaeum.org/people/detail.php?ID=7219,1592,1661.0,Wybrand,Geest,Dutch,7
,8821,http://www.the-athenaeum.org/people/detail.php?ID=8821,1814,1894.0,Robinson,Elliott,United Kingdom,7
,8333,http://www.the-athenaeum.org/people/detail.php?ID=8333,1846,1929.0,Wilhеlm,Vеltеn,Russian,7
,10375,http://www.the-athenaeum.org/people/detail.php?ID=10375,1860,1944.0,Antoine,Calbet,French,7
,7239,http://www.the-athenaeum.org/people/detail.php?ID=7239,1724,1780.0,Gabriel-Jacques de,Saint-aubin,French,7
,6567,http://www.the-athenaeum.org/people/detail.php?ID=6567,1853,1916.0,Wilhelm,Gause,German,7
,9092,http://www.the-athenaeum.org/people/detail.php?ID=9092,1790,1865.0,John,Gendall,English,7
Veduta,8394,http://www.the-athenaeum.org/people/detail.php?ID=8394,1687,1771.0,Giovanni Battista,Cimaroli,Italian,7
,11293,http://www.the-athenaeum.org/people/detail.php?ID=11293,1823,1883.0,Franz,Schams,Austrian,7
,10311,http://www.the-athenaeum.org/people/detail.php?ID=10311,1903,1940.0,Vera,Biller,Croatian,7
,8426,http://www.the-athenaeum.org/people/detail.php?ID=8426,1858,1902.0,Alexander,Egornov,Russian,7
,8416,http://www.the-athenaeum.org/people/detail.php?ID=8416,1840,1924.0,Frederick John,Cleall,English,7
,9224,http://www.the-athenaeum.org/people/detail.php?ID=9224,1758,1819.0,George,Gray,English,7
Neoclassicist,6594,http://www.the-athenaeum.org/people/detail.php?ID=6594,1780,1856.0,Johann Peter,Krafft,German,7
,8465,http://www.the-athenaeum.org/people/detail.php?ID=8465,1806,1893.0,Solomon,Cole,United Kingdom,7
,8486,http://www.the-athenaeum.org/people/detail.php?ID=8486,1854,1932.0,William Gershom,Collingwood,English,7
Dutch Golden Age,6144,http://www.the-athenaeum.org/people/detail.php?ID=6144,1647,1733.0,Jan van,Huchtenburgh,Dutch,7
Renaissance,6622,http://www.the-athenaeum.org/people/detail.php?ID=6622,1521,1583.0,Marco,Pino,Italian,7
,9331,http://www.the-athenaeum.org/people/detail.php?ID=9331,1851,1925.0,Raffaele,Ragione,Italian,7
Northern Renaissance,6165,http://www.the-athenaeum.org/people/detail.php?ID=6165,1490,1546.0,Marinus,Van reymerswaele,Dutch,7
,6630,http://www.the-athenaeum.org/people/detail.php?ID=6630,1846,1879.0,László,Paál,Hungarian,7
,8936,http://www.the-athenaeum.org/people/detail.php?ID=8936,1756,1840.0,Cornelis van,Spaendonck,Dutch,7
,9614,http://www.the-athenaeum.org/people/detail.php?ID=9614,1827,1889.0,Nicolaas,Riegen,Dutch,7
,9859,http://www.the-athenaeum.org/people/detail.php?ID=9859,1866,1927.0,Arvid,Nyholm,Swedish,7
Baroque,7325,http://www.the-athenaeum.org/people/detail.php?ID=7325,1595,1658.0,Francisco,Barrera,Spanish,7
,7336,http://www.the-athenaeum.org/people/detail.php?ID=7336,1350,1396.0,Agnolo,Gaddi,Italian,7
,8592,http://www.the-athenaeum.org/people/detail.php?ID=8592,1791,1868.0,Samuel,Crossthwaite,United Kingdom,7
,8568,http://www.the-athenaeum.org/people/detail.php?ID=8568,1751,1821.0,John,Cranch,English,7
,5683,http://www.the-athenaeum.org/people/detail.php?ID=5683,1895,1944.0,Henry,Malfroy,French,7
,8589,http://www.the-athenaeum.org/people/detail.php?ID=8589,1830,1910.0,William,Crosby,United Kingdom,7
,8599,http://www.the-athenaeum.org/people/detail.php?ID=8599,1743,1818.0,George,Curt the elder,English,7
,7381,http://www.the-athenaeum.org/people/detail.php?ID=7381,1681,1752.0,Peeter,Snyers,Belgian,7
,8617,http://www.the-athenaeum.org/people/detail.php?ID=8617,1868,1936.0,Ernest,Dade,English,7
,8634,http://www.the-athenaeum.org/people/detail.php?ID=8634,1804,1842.0,Edward Thomas,Daniell,English,7
,8644,http://www.the-athenaeum.org/people/detail.php?ID=8644,1841,1920.0,Edward,Davies,English,7
,8642,http://www.the-athenaeum.org/people/detail.php?ID=8642,1698,1750.0,Antonio,David,Italian,7
,8648,http://www.the-athenaeum.org/people/detail.php?ID=8648,1862,1919.0,Frederick William,Davis,United Kingdom,7
,9751,http://www.the-athenaeum.org/people/detail.php?ID=9751,1878,1942.0,Narcisse,Guilbert,French,7
Romantic,6664,http://www.the-athenaeum.org/people/detail.php?ID=6664,1816,1859.0,Alfred,Rethel,German,7
,8676,http://www.the-athenaeum.org/people/detail.php?ID=8676,1712,1750.0,William,Denune,Scottish,7
,2321,http://www.the-athenaeum.org/people/detail.php?ID=2321,1813,1839.0,Wynand Johannes Joseph,Nuyen,Dutch,6
,11285,http://www.the-athenaeum.org/people/detail.php?ID=11285,1575,1625.0,Tomaso,Salini,Italian,6
,9732,http://www.the-athenaeum.org/people/detail.php?ID=9732,1850,1898.0,Elena,Polenova,Russian,6
,1261,http://www.the-athenaeum.org/people/detail.php?ID=1261,1843,1909.0,J. Frank,Currrier,American,6
,3709,http://www.the-athenaeum.org/people/detail.php?ID=3709,1858,1932.0,Alice Barber,Stephens,American,6
Northern Renaissance,6168,http://www.the-athenaeum.org/people/detail.php?ID=6168,1522,1584.0,Ludger,Tom ring,German,6
,1281,http://www.the-athenaeum.org/people/detail.php?ID=1281,1829,1904.0,Hendrik-Dirk Kruseman,Van elten,Dutch,6
Academist,7443,http://www.the-athenaeum.org/people/detail.php?ID=7443,1800,1879.0,Vasily,Sadovnikov,Russian,6
,4399,http://www.the-athenaeum.org/people/detail.php?ID=4399,1867,1935.0,William Degouve,De nuncques,Belgian,6
,7450,http://www.the-athenaeum.org/people/detail.php?ID=7450,1695,1732.0,Benjamin,Ferrers,United Kingdom,6
Neoclassicist,2391,http://www.the-athenaeum.org/people/detail.php?ID=2391,1759,1849.0,Étienne-Barthélémy,Garnier,French,6
,7448,http://www.the-athenaeum.org/people/detail.php?ID=7448,1587,1629.0,Filippo,Napoletano,Italian,6
,4029,http://www.the-athenaeum.org/people/detail.php?ID=4029,1862,1941.0,Frank Convers,Mathewson,American,6
