art_movement,author_id,bio_url,birth_year,death_year,first_name,last_name,nationality,num_works
Renaissance,6244,http://www.the-athenaeum.org/people/detail.php?ID=6244,1441,1496.0,Piero,Pollaiuolo,Italian,13
,715,http://www.the-athenaeum.org/people/detail.php?ID=715,1808,1875.0,Seth,Eastman,American,13
Veduta,6786,http://www.the-athenaeum.org/people/detail.php?ID=6786,1729,1799.0,Pierre Jacques,Volaire,French,13
,2705,http://www.the-athenaeum.org/people/detail.php?ID=2705,1577,1621.0,Cristofano,Allori,Italian,13
Baroque,6823,http://www.the-athenaeum.org/people/detail.php?ID=6823,1624,1659.0,Valerio,Castello,Italian,13
,165,http://www.the-athenaeum.org/people/detail.php?ID=165,1844,1925.0,Edmond Marie,Petitjean,French,13
,1442,http://www.the-athenaeum.org/people/detail.php?ID=1442,1829,1904.0,William Stephen,Coleman,English,13
,7684,http://www.the-athenaeum.org/people/detail.php?ID=7684,1828,1914.0,John Taylor,Allerston,United Kingdom,13
,752,http://www.the-athenaeum.org/people/detail.php?ID=752,1784,1865.0,Rubens,Peale,American,13
,2988,http://www.the-athenaeum.org/people/detail.php?ID=2988,1749,1840.0,Thomas,Daniell,English,13
,5418,http://www.the-athenaeum.org/people/detail.php?ID=5418,1862,1927.0,Frantisek (Franz) Brunner,Dvorak,Austrian,13
,658,http://www.the-athenaeum.org/people/detail.php?ID=658,1826,1909.0,John Bunyan,Bristol,American,13
,6847,http://www.the-athenaeum.org/people/detail.php?ID=6847,1845,1938.0,Adolfo,Belimbau,Italian,13
,3092,http://www.the-athenaeum.org/people/detail.php?ID=3092,1829,1898.0,Carlos,Haes,Spanish,13
,6289,http://www.the-athenaeum.org/people/detail.php?ID=6289,1585,1624.0,Luis,Tristán,Spanish,13
,883,http://www.the-athenaeum.org/people/detail.php?ID=883,1810,1877.0,William Edward,Frost,English,13
,5982,http://www.the-athenaeum.org/people/detail.php?ID=5982,1290,1348.0,Ambrogio,Lorenzetti,Italian,13
,1561,http://www.the-athenaeum.org/people/detail.php?ID=1561,1857,1918.0,Louis,Abel-truchet,French,13
,6867,http://www.the-athenaeum.org/people/detail.php?ID=6867,1861,1906.0,Salvatore,Postiglione,Italian,13
,3154,http://www.the-athenaeum.org/people/detail.php?ID=3154,1816,1882.0,Amadeo,Preziosi,Malta,13
,3250,http://www.the-athenaeum.org/people/detail.php?ID=3250,1896,1939.0,Fritz,Wagner,German,13
,6878,http://www.the-athenaeum.org/people/detail.php?ID=6878,1500,1600.0,British School 16th Century,Unknown,United Kingdom,13
,3307,http://www.the-athenaeum.org/people/detail.php?ID=3307,1853,1923.0,Camille-Felix,Bellanger,French,13
,3050,http://www.the-athenaeum.org/people/detail.php?ID=3050,1860,1916.0,Ulpiano,Checa y sanz,Spanish,13
,6879,http://www.the-athenaeum.org/people/detail.php?ID=6879,1824,1889.0,Samuel Baruch,Halle,German,13
,3352,http://www.the-athenaeum.org/people/detail.php?ID=3352,1879,1934.0,Ira Diamond Gerald,Cassidy,American,13
,9928,http://www.the-athenaeum.org/people/detail.php?ID=9928,1863,1918.0,Vasily,Perepletchikov,Russian,13
,4770,http://www.the-athenaeum.org/people/detail.php?ID=4770,1831,1901.0,Frédéric,Borgella,French,13
,7773,http://www.the-athenaeum.org/people/detail.php?ID=7773,1860,1936.0,Fred,Balshaw,United Kingdom,13
,5754,http://www.the-athenaeum.org/people/detail.php?ID=5754,1240,1290.0,,Master of san francesco,Italian,13
,3363,http://www.the-athenaeum.org/people/detail.php?ID=3363,1848,1936.0,Edwin Howland,Blashfield,American,13
,9179,http://www.the-athenaeum.org/people/detail.php?ID=9179,1794,1868.0,Edmund Ward,Gill,United Kingdom,13
,4010,http://www.the-athenaeum.org/people/detail.php?ID=4010,1870,1937.0,Hugh Henry,Breckenridge,American,13
,7816,http://www.the-athenaeum.org/people/detail.php?ID=7816,1831,1922.0,Frederick Bacon,Barwell,United Kingdom,13
,1677,http://www.the-athenaeum.org/people/detail.php?ID=1677,1808,1888.0,Jørgen,Roed,Danish,13
,6923,http://www.the-athenaeum.org/people/detail.php?ID=6923,1533,1588.0,Jacques le Moyne,De morgues,French,13
Northern Renaissance,1685,http://www.the-athenaeum.org/people/detail.php?ID=1685,1480,1541.0,Jean,Clouet,French,13
,6922,http://www.the-athenaeum.org/people/detail.php?ID=6922,1542,1601.0,Joris,Hoefnagel,German,13
,5197,http://www.the-athenaeum.org/people/detail.php?ID=5197,1731,1794.0,Johann Ernst,Heinsius,German,13
,5284,http://www.the-athenaeum.org/people/detail.php?ID=5284,1790,1866.0,Jozef Jakob,Tominc,Slovenian,13
,3586,http://www.the-athenaeum.org/people/detail.php?ID=3586,1826,1916.0,William Maw,Egley,English,13
Dutch Golden Age,7841,http://www.the-athenaeum.org/people/detail.php?ID=7841,1585,1635.0,Arent,Arentsz.,Dutch,13
,3596,http://www.the-athenaeum.org/people/detail.php?ID=3596,1800,1880.0,Charles,Lees,Scottish,13
,7849,http://www.the-athenaeum.org/people/detail.php?ID=7849,1865,1928.0,Harry,Becker,United Kingdom,13
,311,http://www.the-athenaeum.org/people/detail.php?ID=311,1721,1784.0,Johan Sevenbom,Sevenbom,Swedish,13
,7851,http://www.the-athenaeum.org/people/detail.php?ID=7851,1799,1864.0,John,Beckett,United Kingdom,13
Impressionist,3792,http://www.the-athenaeum.org/people/detail.php?ID=3792,1853,1928.0,Jane,Sutherland,Australian,13
Baroque,5412,http://www.the-athenaeum.org/people/detail.php?ID=5412,1617,1677.0,Evaristo,Baschenis,Italian,13
,557,http://www.the-athenaeum.org/people/detail.php?ID=557,1832,1928.0,Aaron Draper,Shattuck,American,13
Caravaggisti,6023,http://www.the-athenaeum.org/people/detail.php?ID=6023,1579,1620.0,Carlo,Saraceni,Italian,13
,1992,http://www.the-athenaeum.org/people/detail.php?ID=1992,1865,1936.0,William Samuel,Horton,American,13
,10367,http://www.the-athenaeum.org/people/detail.php?ID=10367,1837,1898.0,Edwin,Steele,United Kingdom,13
,2040,http://www.the-athenaeum.org/people/detail.php?ID=2040,1840,1930.0,Charles Herbert,Moore,American,13
,7881,http://www.the-athenaeum.org/people/detail.php?ID=7881,1849,1916.0,Arthur George,Bell,English,13
,2039,http://www.the-athenaeum.org/people/detail.php?ID=2039,1867,1935.0,William de Leftwich,Dodge,American,13
,9696,http://www.the-athenaeum.org/people/detail.php?ID=9696,1807,1881.0,Edward Charles,Williams,English,13
,1179,http://www.the-athenaeum.org/people/detail.php?ID=1179,1728,1778.0,John,Hesselius,American,13
,5589,http://www.the-athenaeum.org/people/detail.php?ID=5589,1869,1924.0,Alexander Vladimirovich,Makovsky,Russian,13
,6370,http://www.the-athenaeum.org/people/detail.php?ID=6370,1812,1865.0,Pimen,Orlov,Russian,13
,4379,http://www.the-athenaeum.org/people/detail.php?ID=4379,1811,1874.0,Henry,Barraud,United Kingdom,13
Rococo,9143,http://www.the-athenaeum.org/people/detail.php?ID=9143,1699,1760.0,Giovanni Antonio,Guardi,Italian,13
,2308,http://www.the-athenaeum.org/people/detail.php?ID=2308,1817,1891.0,Johannes,Bosboom,Dutch,13
,7990,http://www.the-athenaeum.org/people/detail.php?ID=7990,1657,1720.0,Pieter,Van bloeman,Dutch,13
,11322,http://www.the-athenaeum.org/people/detail.php?ID=11322,1846,1917.0,William Brassey,Hole,English,13
,6419,http://www.the-athenaeum.org/people/detail.php?ID=6419,1837,1916.0,Duncan,Cameron,United Kingdom,13
,10763,http://www.the-athenaeum.org/people/detail.php?ID=10763,1602,1676.0,Michele,Desubleo,Belgian,13
,9511,http://www.the-athenaeum.org/people/detail.php?ID=9511,1576,1636.0,Pietro Paolo,Bonzi,Italian,13
,11698,http://www.the-athenaeum.org/people/detail.php?ID=11698,1867,1933.0,David,Widhopff,Russian,13
,10202,http://www.the-athenaeum.org/people/detail.php?ID=10202,1741,1797.0,George,Willison,United Kingdom,13
,10711,http://www.the-athenaeum.org/people/detail.php?ID=10711,1887,1941.0,Eric Harald Macbeth,Robertson,Scottish,13
,10236,http://www.the-athenaeum.org/people/detail.php?ID=10236,1659,1742.0,Faustino,Bocchi,Italian,13
,10849,http://www.the-athenaeum.org/people/detail.php?ID=10849,1869,1904.0,Bessie,Macnicol,Scottish,13
,10785,http://www.the-athenaeum.org/people/detail.php?ID=10785,1857,1922.0,Manuel,Cusi y ferret,Spanish,13
,10339,http://www.the-athenaeum.org/people/detail.php?ID=10339,1865,1923.0,Alexei,Korin,Russian,13
,10365,http://www.the-athenaeum.org/people/detail.php?ID=10365,1756,1811.0,Peter Francis,Bourgeois,United Kingdom,13
,10677,http://www.the-athenaeum.org/people/detail.php?ID=10677,1786,1864.0,Jean,Alaux,French,13
,10376,http://www.the-athenaeum.org/people/detail.php?ID=10376,1540,1619.0,Denys,Calvaert,Dutch,13
,10937,http://www.the-athenaeum.org/people/detail.php?ID=10937,1806,1859.0,Joseph Murray,Ince,Welsh,13
,8150,http://www.the-athenaeum.org/people/detail.php?ID=8150,1800,1864.0,Geore Frederick,Buchanan,United Kingdom,13
,11253,http://www.the-athenaeum.org/people/detail.php?ID=11253,1814,1891.0,Amalia,Lindegren,Swedish,13
,8961,http://www.the-athenaeum.org/people/detail.php?ID=8961,1469,1543.0,Francesco,Granacci,Italian,13
Dutch Golden Age,5472,http://www.the-athenaeum.org/people/detail.php?ID=5472,1590,1652.0,Bartholomeus van,Bassen,Dutch,13
,11217,http://www.the-athenaeum.org/people/detail.php?ID=11217,1863,1940.0,Carlos,Reis,Portugese,13
Academist,5834,http://www.the-athenaeum.org/people/detail.php?ID=5834,1857,1923.0,Ernest,Normand,United Kingdom,13
Dutch Golden Age,8212,http://www.the-athenaeum.org/people/detail.php?ID=8212,1580,1657.0,Pieter Claesz.,Soutman,Dutch,13
,5837,http://www.the-athenaeum.org/people/detail.php?ID=5837,1866,1921.0,Thomas Frederick Mason,Sheard,United Kingdom,13
,10389,http://www.the-athenaeum.org/people/detail.php?ID=10389,1866,1921.0,Carlo,Manieri,Italian,13
,6517,http://www.the-athenaeum.org/people/detail.php?ID=6517,1821,1883.0,József,Borsos,Hungarian,13
,8273,http://www.the-athenaeum.org/people/detail.php?ID=8273,1859,1937.0,Joseph W.,Carey,Irish,13
,8266,http://www.the-athenaeum.org/people/detail.php?ID=8266,1782,1843.0,Alexander,Varnek,Russian,13
,10017,http://www.the-athenaeum.org/people/detail.php?ID=10017,1793,1877.0,Pyotr,Basin,Russian,13
Dutch Golden Age,7221,http://www.the-athenaeum.org/people/detail.php?ID=7221,1665,1707.0,Adriaen,Coorte,Dutch,13
,8326,http://www.the-athenaeum.org/people/detail.php?ID=8326,1867,1928.0,Stanislaw,Noakowski,Polish,13
,9027,http://www.the-athenaeum.org/people/detail.php?ID=9027,1760,1826.0,George,Garrard,English,13
Early Renaissance,9005,http://www.the-athenaeum.org/people/detail.php?ID=9005,1435,1525.0,Andrea della,Robbia,Italian,13
,9203,http://www.the-athenaeum.org/people/detail.php?ID=9203,1490,1543.0,Altobello,Melone,Italian,13
,8375,http://www.the-athenaeum.org/people/detail.php?ID=8375,1871,1944.0,James Patchell,Chettle,United Kingdom,13
,6617,http://www.the-athenaeum.org/people/detail.php?ID=6617,1860,1943.0,Arthur David,Mccormick,Irish,13
,8490,http://www.the-athenaeum.org/people/detail.php?ID=8490,1851,1921.0,"II, Charles",Collins,United Kingdom,13
Dutch Golden Age,6150,http://www.the-athenaeum.org/people/detail.php?ID=6150,1612,1680.0,Frans Jansz.,Post,Dutch,13
,8693,http://www.the-athenaeum.org/people/detail.php?ID=8693,1817,1905.0,John Robert,Dicksee,English,13
,9079,http://www.the-athenaeum.org/people/detail.php?ID=9079,1793,1872.0,David,Gee,English,13
,8556,http://www.the-athenaeum.org/people/detail.php?ID=8556,1791,1864.0,William,Cowen,English,13
,8564,http://www.the-athenaeum.org/people/detail.php?ID=8564,1808,1878.0,Alexander,Craig,United Kingdom,13
,6649,http://www.the-athenaeum.org/people/detail.php?ID=6649,1720,1806.0,Carlo,Magini,Italian,13
,5087,http://www.the-athenaeum.org/people/detail.php?ID=5087,1824,1884.0,Auguste,Bonheur,French,13
,5012,http://www.the-athenaeum.org/people/detail.php?ID=5012,1851,1941.0,Frederick,Brown,United Kingdom,13
,11202,http://www.the-athenaeum.org/people/detail.php?ID=11202,1860,1935.0,Oda,Krohg,Norwegian,12
Academist,5945,http://www.the-athenaeum.org/people/detail.php?ID=5945,1839,1937.0,Louis-Emile,Adan,French,12
,11206,http://www.the-athenaeum.org/people/detail.php?ID=11206,1540,1596.0,Simone,Peterzano,Italian,12
Dutch Golden Age,5933,http://www.the-athenaeum.org/people/detail.php?ID=5933,1649,1708.0,Elias,Van den broeck,Belgian,12
,10959,http://www.the-athenaeum.org/people/detail.php?ID=10959,1571,1626.0,Antiveduto,Grammatica,Italian,12
Renaissance,6683,http://www.the-athenaeum.org/people/detail.php?ID=6683,1499,1546.0,Giulio,Romano,Italian,12
,10680,http://www.the-athenaeum.org/people/detail.php?ID=10680,1846,1933.0,Elizabeth Southerden Thompson,Butler,English,12
,6681,http://www.the-athenaeum.org/people/detail.php?ID=6681,1872,1918.0,Jan,Preisler,Czech,12
,6708,http://www.the-athenaeum.org/people/detail.php?ID=6708,1864,1927.0,Henry,Schouten,Belgian,12
,10813,http://www.the-athenaeum.org/people/detail.php?ID=10813,1857,1914.0,Andre,Brouillet,French,12
,5166,http://www.the-athenaeum.org/people/detail.php?ID=5166,1617,1672.0,Jean,Nocret,French,12
,11441,http://www.the-athenaeum.org/people/detail.php?ID=11441,1569,1625.0,Pieter,Isaacsz,Danish,12
,6217,http://www.the-athenaeum.org/people/detail.php?ID=6217,1611,1664.0,Francesco,Fieravino,Malta,12
,11431,http://www.the-athenaeum.org/people/detail.php?ID=11431,1725,1782.0,Charles François Grenier de,Lacroix,French,12
,7515,http://www.the-athenaeum.org/people/detail.php?ID=7515,1623,1682.0,Pieter Janssens,Elinga,Dutch,12
Mannerism,11119,http://www.the-athenaeum.org/people/detail.php?ID=11119,1548,1616.0,Cornelis,Ketel,Dutch,12
Caravaggisti,5937,http://www.the-athenaeum.org/people/detail.php?ID=5937,1586,1656.0,Massimo,Stanzione,Italian,12
,6218,http://www.the-athenaeum.org/people/detail.php?ID=6218,1551,1640.0,Jacopo,Chimenti,Italian,12
,10762,http://www.the-athenaeum.org/people/detail.php?ID=10762,1851,1906.0,Charles-Bertrand,D'entraygues,French,12
,11256,http://www.the-athenaeum.org/people/detail.php?ID=11256,1875,1907.0,Emily,Stannard,United Kingdom,12
Mannerism,6228,http://www.the-athenaeum.org/people/detail.php?ID=6228,1532,1603.0,Maerten,De vos,Dutch,12
,10676,http://www.the-athenaeum.org/people/detail.php?ID=10676,1823,1905.0,Alfred Walter,Williams,United Kingdom,12
,5393,http://www.the-athenaeum.org/people/detail.php?ID=5393,1832,1892.0,John Dawson,Watson,United Kingdom,12
,11188,http://www.the-athenaeum.org/people/detail.php?ID=11188,1866,1925.0,Ivan,Kalmykov,Russian,12
,6231,http://www.the-athenaeum.org/people/detail.php?ID=6231,1440,1491.0,Martin,Schongauer,German,12
Northern Renaissance,11357,http://www.the-athenaeum.org/people/detail.php?ID=11357,1566,1623.0,Frederik van,Valckenborch,Belgian,12
,7547,http://www.the-athenaeum.org/people/detail.php?ID=7547,1879,1943.0,Edvard,Weie,Danish,12
,10550,http://www.the-athenaeum.org/people/detail.php?ID=10550,1810,1887.0,James,Harris senior,Welsh,12
,10983,http://www.the-athenaeum.org/people/detail.php?ID=10983,1819,1888.0,Edouard,Hamman,Belgian,12
,7596,http://www.the-athenaeum.org/people/detail.php?ID=7596,1815,1893.0,Daniel,Pasmore,United Kingdom,12
,11505,http://www.the-athenaeum.org/people/detail.php?ID=11505,1605,1655.0,Lodewijk de,Vadder,Belgian,12
,9021,http://www.the-athenaeum.org/people/detail.php?ID=9021,1750,1805.0,Daniel,Gardner,United Kingdom,12
,11344,http://www.the-athenaeum.org/people/detail.php?ID=11344,1854,1939.0,Syvert Nicolaas,Bastert,Dutch,12
,5960,http://www.the-athenaeum.org/people/detail.php?ID=5960,1801,1889.0,Henry Harris,Lines,United Kingdom,12
,11181,http://www.the-athenaeum.org/people/detail.php?ID=11181,1717,1786.0,Alexander,Cozens,English,12
,8759,http://www.the-athenaeum.org/people/detail.php?ID=8759,1702,1752.0,James,Seymour,United Kingdom,12
,2318,http://www.the-athenaeum.org/people/detail.php?ID=2318,1827,1895.0,Guillaume-Romain,Fouace,French,12
Baroque,6783,http://www.the-athenaeum.org/people/detail.php?ID=6783,1634,1695.0,Giuseppe,Recco,Italian,12
,657,http://www.the-athenaeum.org/people/detail.php?ID=657,1839,1886.0,Arthur,Quartley,American,12
Baroque,7635,http://www.the-athenaeum.org/people/detail.php?ID=7635,1591,1678.0,Paul de,Vos,Belgian,12
Romantic,1656,http://www.the-athenaeum.org/people/detail.php?ID=1656,1794,1880.0,Léon,Cogniet,French,12
Rococo,5714,http://www.the-athenaeum.org/people/detail.php?ID=5714,1737,1807.0,Niklas,Lafrensen,Swedish,12
,672,http://www.the-athenaeum.org/people/detail.php?ID=672,1816,1906.0,Daniel,Huntington,American,12
,1301,http://www.the-athenaeum.org/people/detail.php?ID=1301,1834,1923.0,Fidelia,Bridges,American,12
,9685,http://www.the-athenaeum.org/people/detail.php?ID=9685,1800,1872.0,James Digman,Wingfield,English,12
,2480,http://www.the-athenaeum.org/people/detail.php?ID=2480,1860,1942.0,Paul-Alexandre-Alfred,Leroy,French,12
Northern Renaissance,6303,http://www.the-athenaeum.org/people/detail.php?ID=6303,1475,1528.0,Jan,De beer,Dutch,12
,683,http://www.the-athenaeum.org/people/detail.php?ID=683,1815,1865.0,David Gilmour,Blythe,American,12
,5182,http://www.the-athenaeum.org/people/detail.php?ID=5182,1654,1727.0,Giuseppe Bartolomeo,Chiari,Italian,12
,685,http://www.the-athenaeum.org/people/detail.php?ID=685,1858,1926.0,William Worchester,Churchill,American,12
De Stijl,1337,http://www.the-athenaeum.org/people/detail.php?ID=1337,1883,1931.0,"VAN, Theo",Doesburg,Dutch,12
,6269,http://www.the-athenaeum.org/people/detail.php?ID=6269,1876,1944.0,Meta,Plückebaum,German,12
,1339,http://www.the-athenaeum.org/people/detail.php?ID=1339,1863,1928.0,Charles,Filiger,French,12
,9209,http://www.the-athenaeum.org/people/detail.php?ID=9209,1830,1909.0,Michele,Gordigiani,Italian,12
,1350,http://www.the-athenaeum.org/people/detail.php?ID=1350,1865,1921.0,Enrico,Lionne,Italian,12
,5735,http://www.the-athenaeum.org/people/detail.php?ID=5735,1870,1929.0,Evgeny,Stolitsa,Russian,12
,2572,http://www.the-athenaeum.org/people/detail.php?ID=2572,1782,1847.0,John Philip,Simpson,English,12
,9296,http://www.the-athenaeum.org/people/detail.php?ID=9296,1854,1894.0,Giovanni,Muzzioli,Italian,12
,408,http://www.the-athenaeum.org/people/detail.php?ID=408,1830,1916.0,Henry,Wallis,English,12
,5981,http://www.the-athenaeum.org/people/detail.php?ID=5981,1858,1933.0,Desiré,Thomassin-renardt,Austrian,12
,1359,http://www.the-athenaeum.org/people/detail.php?ID=1359,1861,1946.0,Fabio,Fabbi,Italian,12
,707,http://www.the-athenaeum.org/people/detail.php?ID=707,1817,1884.0,De Witt Clinton,Boutelle,American,12
Renaissance,5563,http://www.the-athenaeum.org/people/detail.php?ID=5563,1503,1577.0,Michele,Tosini,Italian,12
,1374,http://www.the-athenaeum.org/people/detail.php?ID=1374,1813,1891.0,William,Parrott,English,12
,7769,http://www.the-athenaeum.org/people/detail.php?ID=7769,1835,1929.0,George W.,Baldry,United Kingdom,12
Art Nouveau,2697,http://www.the-athenaeum.org/people/detail.php?ID=2697,1868,1928.0,Georges,De feure,French,12
,7777,http://www.the-athenaeum.org/people/detail.php?ID=7777,1846,1924.0,Elias,Bancroft,United Kingdom,12
,3959,http://www.the-athenaeum.org/people/detail.php?ID=3959,1875,1938.0,Francis John,Mccomas,Australian,12
,9061,http://www.the-athenaeum.org/people/detail.php?ID=9061,1880,1920.0,William,Langley,English,12
,2758,http://www.the-athenaeum.org/people/detail.php?ID=2758,1715,1803.0,Robert,Hunter,Irish,12
,7789,http://www.the-athenaeum.org/people/detail.php?ID=7789,1780,1831.0,James,Barenger,United Kingdom,12
Renaissance,7802,http://www.the-athenaeum.org/people/detail.php?ID=7802,1487,1541.0,Barend,Van orley,Dutch,12
,1416,http://www.the-athenaeum.org/people/detail.php?ID=1416,1868,1921.0,Ferdinand Max,Bredt,German,12
,7815,http://www.the-athenaeum.org/people/detail.php?ID=7815,1858,1932.0,William Henry,Bartlett,English,12
,729,http://www.the-athenaeum.org/people/detail.php?ID=729,1829,1905.0,William Charles Anthony,Frerichs,Belgian,12
,2807,http://www.the-athenaeum.org/people/detail.php?ID=2807,1857,1935.0,Herbert Gustave,Schmalz,English,12
